A person walks counte clockwise in a circle. 	 a person walks count clockwise in a circle
a person walks in a circle 	 a person walks in a circle
A human kneels down to the floor 	 a human kneels down to the floor
A person raises his arms on the height of his shoulders before letting them down again and then he gets down on his knees. 	 a person raises his arms on the height of his shoulders before letting them down again and then he gets down on his knees
A person turns 360 degrees to the right during a jump. 	 a person turns 360 degrees to the right during a jump
A human running 	 a human running
A person walks straight forwards and then walks to the right. 	 a person walks straight forwards and then walks to the right
Someone is walking. 	 someone is walking
Someone is walking forward 4 steps starting with the right leg. 	 someone is walking forward 4 steps starting with the right leg
a person walks forward quite slow 	 a person walks forward quite slow
Somebody walks lazy 	 somebody walks lazy
A person walks like a chicken 	 a person walks like a chicken
A person goes three steps forward and stretches their arms to the sides. 	 a person goes 3 steps forward and stretches their arms to the sides
a person has its arms spread like wings takes them down and walks a few meters and stops to spread them again like wings 	 a person has its arms spread like wings takes them down and walks a few m and stops to spread them again like wings
A person stands with his arms lifted horizontally, let's his arms sink, takes a few steps and resumes his initial stance . 	 a person stands with his arms lifted horizontally let is his arms sink takes a few steps and resumes his initial stance
A person dances a weird dance 	 a person dances a weird dance
A person performs the Egyptian move, first with the right hand front, then with the left hand front. 	 a person performs the egyptian move first with the right hand front then with the left hand front
A person walks in a circle. 	 a person walks in a circle
Someone goes around in a circuit. 	 someone goes around in a circuit
a person walks in a circle to the right 	 a person walks in a circle to the right
A human is performing a right 360° curve 	 a human is performing a right 360 degrees curve
Subject is backing away. 	 subject is backing away
A person walks backwards a few steps 	 a person walks backwards a few steps
